"MaterialPlantKey","YearMonth","SalesQuantity","X.x","MaterialKey.x","PlantKey.x","SnapshotDate","GrossInventoryQuantity","OnShelfInventoryQuantity","InTransitQuantity","X.y","MaterialKey.y","PlantKey.y","VendorKey","StandardCost","Currency","ProductionTime","InboundTransportationTime","GoodReceiptProcessingTime","TotalInboundLeadTime","SafetyStockQty","line","SalesQuantityScaled","GrossInventoryQuantityScaled"
10004,"2022-01",3801,1,1,4,"2021-12-31",1753,1626,127,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2753,-4.42762769987887,-0.675608011340816
10004,"2022-02",12601,11,1,4,"2022-01-31",1612.76,1460,152.76,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2612.76,-1.18589580313556,-0.992079032936612
10004,"2022-03",17993,21,1,4,"2022-02-28",1403.1012,1226,177.1012,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2403.1012,0.800401740868982,-1.46520321022233
10004,"2022-04",15623,31,1,4,"2022-03-31",1613.56638,1477,136.56638,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2613.56638,-0.0726555995039323,-0.990259324562436
10004,"2022-05",16878,41,1,4,"2022-04-30",1855.601337,1599,256.601337,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2855.601337,0.389659574406619,-0.444073856053562
10004,"2022-06",17305,51,1,4,"2022-05-31",2078.27349744,1796,282.27349744,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,3078.27349744,0.546957247123596,0.058416774974603
10004,"2022-07",17350,61,1,4,"2022-06-30",2348.4490521072,1965,383.4490521072,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,3348.4490521072,0.563534285231942,0.668105407288776
10004,"2022-08",17323,71,1,4,"2022-07-31",2583.29395731792,2293,290.29395731792,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,3583.29395731792,0.553588062366934,1.19806552614648
10004,"2022-09",16003,81,1,4,"2022-08-31",2505.79513859838,2243,262.795138598382,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,3505.79513859838,0.0673282778554379,1.02317868692343
10004,"2022-10",14978,91,1,4,"2022-09-30",2756.37465245822,2545,211.374652458221,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,3756.37465245822,-0.310259812390232,1.58864613374461
10004,"2022-11",15506,101,1,4,"2022-10-31",3142.26710380237,2945,197.267103802372,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,4142.26710380237,-0.115755898585633,2.45946600184921
10004,"2022-12",16234,111,1,4,"2022-11-30",2545.23635407992,2236,309.236354079921,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,3545.23635407992,0.15242374014495,1.11218326305309
10004,"2023-01",16774,121,1,4,"2022-12-31",2265.26035513113,2051,214.26035513113,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,3265.26035513113,0.351348197445107,0.480378568175542
10004,"2023-02",15289,131,1,4,"2023-01-31",1857.51349120753,1675,182.513491207527,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2857.51349120753,-0.195694060130326,-0.439758814727936
10004,"2023-03",17037,141,1,4,"2023-02-28",1746.06268173508,1642,104.062681735075,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2746.06268173508,0.448231775722777,-0.691263032721552
10004,"2023-04",15604,151,1,4,"2023-03-31",1833.36581582183,1676,157.365815821829,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2833.36581582183,-0.0796547933719008,-0.494251395293225
10004,"2023-05",18373,161,1,4,"2023-04-30",1723.36386687252,1557,166.363866872519,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2723.36386687252,0.940385618228352,-0.742486058452928
10004,"2023-06",15406,171,1,4,"2023-05-31",1740.59750554124,1480,260.597505541244,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2740.59750554124,-0.152593761048625,-0.703595961224587
10004,"2023-07",16334,181,1,4,"2023-06-30",1688.37958037501,1467,221.379580375007,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2688.37958037501,0.189261602607942,-0.821432955826481
10004,"2023-08",17318,191,1,4,"2023-07-31",1671.49578457126,1430,241.495784571257,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2671.49578457126,0.551746169243785,-0.859533584081099
10004,"2023-09",15300,201,1,4,"2023-08-31",1671.49578457126,1501,170.495784571257,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2671.49578457126,-0.191641895259397,-0.859533584081099
10004,"2023-10",16964,211,1,4,"2023-09-30",1821.93040518267,1574,247.93040518267,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2821.93040518267,0.421340136124792,-0.520056986332461
10004,"2023-11",15484,221,1,4,"2023-10-31",1949.46553354546,1754,195.465533545457,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,2949.46553354546,-0.123860228327491,-0.232256270685548
10004,"2023-12",16483,231,1,4,"2023-11-30",2085.92812089364,1883,202.928120893639,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,3085.92812089364,0.2441500176778,0.0756904950566379
10004,"2024-01",16977,241,1,4,"2023-12-31",2398.81733902768,2199,199.817339027685,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,3398.81733902768,0.426129058244981,0.781768436508361
10004,"2024-02",16388,251,1,4,"2024-01-31",2710.66359310128,2367,343.663593101284,1,1,4,1001,2680.05,"EUR",20,1,2,23,1000,3710.66359310128,0.209154048337958,1.48549278482193
10005,"2022-01",1905,2,1,5,"2021-12-31",794,746,48,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,1294,-4.57208492929286,1.61508383183314
10005,"2022-02",6699,12,1,5,"2022-01-31",794,688,106,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,1294,-0.549902242863251,1.61508383183314
10005,"2022-03",8211,22,1,5,"2022-02-28",857.52,772,85.52,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,1357.52,0.718671019940582,1.98502048239526
10005,"2022-04",7350,32,1,5,"2022-03-31",831.7944,717,114.7944,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,1331.7944,-0.00371097693382295,1.8351961389176
10005,"2022-05",7973,42,1,5,"2022-04-30",682.071408,654,28.071408,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,1182.071408,0.518988191536275,0.963218459877634
10005,"2022-06",7517,52,1,5,"2022-05-31",702.53355024,655,47.5335502400001,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,1202.53355024,0.136402604341468,1.08238874267976
10005,"2022-07",7496,62,1,5,"2022-06-30",667.406872728,574,93.4068727280001,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,1167.406872728,0.11878353124697,0.877813090536108
10005,"2022-08",8044,72,1,5,"2022-07-31",600.6661854552,542,58.6661854552001,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,1100.6661854552,0.578557438665291,0.489119351463164
10005,"2022-09",7738,82,1,5,"2022-08-31",480.53294836416,428,52.5329483641601,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,980.53294836416,0.321822373574039,-0.210529378868136
10005,"2022-10",7198,92,1,5,"2022-09-30",523.780913716934,459,64.7809137169345,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,1023.78091371693,-0.131239505998758,0.0413441640511301
10005,"2022-11",7538,102,1,5,"2022-10-31",492.354058893918,443,49.3540588939184,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,992.354058893918,0.154021677435966,-0.141683943803538
10005,"2022-12",7436,112,1,5,"2022-11-30",457.889274771344,430,27.8892747713441,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,957.889274771344,0.0684433224055485,-0.342404768750822
10005,"2023-01",7949,122,1,5,"2022-12-31",412.10034729421,346,66.1003472942097,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,912.10034729421,0.498852107999706,-0.609076721895071
10005,"2023-02",7097,132,1,5,"2023-01-31",465.673392442457,437,28.673392442457,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,965.673392442457,-0.215978857548485,-0.297070536716298
10005,"2023-03",7906,142,1,5,"2023-02-28",493.613795989004,425,68.6137959890044,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,993.613795989004,0.46277495833002,-0.134347310907679
10005,"2023-04",6946,152,1,5,"2023-03-31",503.486071908784,425,78.4860719087845,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,1003.48607190878,-0.342668383132731,-0.0768517711219658
10005,"2023-05",7706,162,1,5,"2023-04-30",473.276907594257,402,71.2769075942574,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,973.276907594257,0.294974262191947,-0.252788122866248
10005,"2023-06",8419,172,1,5,"2023-05-31",449.613062214545,381,68.6130622145445,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,949.613062214545,0.893183743924178,-0.390604931732597
10005,"2023-07",7493,182,1,5,"2023-06-30",400.155625370945,344,56.1556253709446,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,900.155625370945,0.116266520804899,-0.678642062263278
10005,"2023-08",7341,192,1,5,"2023-07-31",364.14161908756,336,28.1416190875596,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,864.14161908756,-0.0112620082600362,-0.888385463676983
10005,"2023-09",7033,202,1,5,"2023-08-31",393.272948614564,368,25.2729486145644,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,893.272948614564,-0.269675080312669,-0.71872635675568
10005,"2023-10",7889,212,1,5,"2023-09-30",326.416547350088,302,24.4165473500884,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,826.416547350088,0.448511899158284,-1.10809400714008
10005,"2023-11",7798,222,1,5,"2023-10-31",300.303223562081,267,33.3032235620814,2,1,5,1002,11547.17,"PLN",20,1,2,23,500,800.303223562081,0.372162582415461,-1.26017643058434
